Order_ID,Order_Date,Ship_Date,Delivery_Date,Customer_ID,Customer_Name,Age,Gender,City,Category,Quantity,Cost_Price,Selling_Price,Discount,Payment_Method,Customer_Rating,Return_Status,Income
2763,"Jan 06, 2024",2024-01-07,2024-01-10,338, Customer 840 ,18.0,male,Delhi,electronics,-1,₹1371,Rs.2210,0.2,Card,3.0,No,
3047,"Aug 07, 2024",,2024-08-16,1263, Customer 1458 ,,Male,CALCUTTA,Furniture,4,2582,Rs.2128,10%,UPI,4.0,No,
3008,2024-01-26,2024-01-29,2024-02-01,801, Customer 709 ,150.0,FEMALE,Delhi,Electronics,3,₹2986,Rs.895,0.2,Card,2.0,No,
3819,05/03/2024,2024-03-08,2024-03-16,1010, Customer 1411 ,40.0,F,Mumbai,Electronics,-1,317,"₹4,603",25%,Cash,,No,
1965,2024-04-11,2024-04-13,2024-04-14,1046, Customer 223 ,,male,Kolkata,Furniture,3,₹2143,₹344,25%,upi,,Yes,
3341,2024-11-22,2024-11-22,2024-11-25,418, Customer 1107 ,-5.0,Male,Delhi,electronics,-1,₹1671,"₹2,257",25%,Card,0.0,Yes,
2011,09/01/2024,2024-01-10,2024-01-18,1447, Customer 1050 ,,FEMALE,CALCUTTA,Electronics,1,₹1218,Rs.4368,,upi,3.0,No,"₹93,529"
1063,10/03/2024,2024-03-11,2024-03-15,323, Customer 1442 ,43.0,Female,CALCUTTA,electronics,-1,₹2356,Rs.3009,0.2,Cash,6.0,Yes,
1429,"Sep 13, 2024",2024-09-15,2024-09-15,368, Customer 1003 ,-5.0,F,Mumbai,Furniture,5,₹1889,Rs.3175,10%,upi,1.0,No,"₹94,196"
4061,2024-12-19,2024-12-22,2024-12-28,218, Customer 305 ,-5.0,M,CALCUTTA,electronics,-1,₹139,₹491,10%,Card,0.0,Yes,
1622,2024-04-12,2024-04-15,2024-04-15,950, Customer 835 ,63.0,FEMALE,Kolkata,Clothing,5,₹2527,Rs.1457,10%,Card,1.0,No,"₹60,258"
3223,2024-09-08,2024-09-11,2024-09-15,872, Customer 1108 ,-5.0,M,Delhi,electronics,-1,₹3497,Rs.3756,,upi,1.0,Yes,"₹172,443"
2386,2024-05-17,2024-05-20,,1457, Customer 1011 ,150.0,male,Kolkata,electronics,3,₹897,Rs.1111,10%,UPI,4.0,No,"₹197,430"
4475,"Mar 01, 2024",2024-03-02,2024-03-08,215, Customer 572 ,-5.0,male,Delhi,Clothing,-1,3119,Rs.2221,10%,upi,,Yes,"₹178,515"
3455,20/11/2024,2024-11-22,2024-11-29,1286, Customer 1475 ,150.0,male,Kolkata,ELECTRONIC,1,₹778,Rs.2755,25%,Cash,1.0,Yes,
2265,"Jan 02, 2024",2024-01-04,2024-01-09,482, Customer 943 ,,F,Delhi,Clothing,5,282,Rs.3054,25%,upi,2.0,Yes,"₹47,228"
3710,2024-09-06,,2024-09-08,259, Customer 344 ,67.0,FEMALE,Kolkata,Furniture,1,3431,"₹4,929",0.2,Cash,1.0,Yes,"₹191,104"
1410,"Jul 13, 2024",2024-07-16,2024-07-16,398, Customer 442 ,20.0,Male,Mumbai,ELECTRONIC,-1,3334,Rs.4028,25%,upi,,Yes,
2764,2024-11-19,2024-11-19,2024-11-25,1190, Customer 583 ,150.0,FEMALE,CALCUTTA,ELECTRONIC,-1,1081,"₹4,575",,Card,5.0,No,
2719,"Dec 16, 2024",2024-12-19,2024-12-27,61, Customer 689 ,,FEMALE,Mumbai,Electronics,5,275,"₹1,586",25%,Card,3.0,Yes,"₹21,261"
2908,22/05/2024,2024-05-24,2024-05-29,259, Customer 1442 ,21.0,male,Mumbai,ELECTRONIC,-1,2315,Rs.4390,,upi,4.0,Yes,"₹132,122"
3916,"Feb 24, 2024",2024-02-25,2024-03-02,1374, Customer 825 ,,Male,CALCUTTA,ELECTRONIC,1,₹2236,"₹4,224",,upi,0.0,Yes,
1168,16/07/2024,2024-07-19,2024-07-20,602, Customer 1423 ,,F,CALCUTTA,Clothing,-1,₹330,Rs.945,0.2,Cash,5.0,No,"₹97,693"
1502,2024-09-17,2024-09-19,2024-09-27,381, Customer 954 ,,Female,Kolkata,Clothing,1,3703,Rs.4987,10%,UPI,5.0,No,"₹75,095"
2814,04/01/2024,2024-01-04,2024-01-11,1440, Customer 310 ,-5.0,FEMALE,Mumbai,electronics,-1,1475,"₹4,776",25%,Cash,3.0,No,
4491,"Feb 02, 2024",2024-02-04,2024-02-04,436, Customer 862 ,66.0,male,Delhi,electronics,-1,2784,Rs.766,25%,UPI,5.0,No,"₹148,388"
3378,2024-07-23,2024-07-24,2024-07-26,265, Customer 528 ,33.0,M,CALCUTTA,Furniture,-1,3476,Rs.1007,10%,UPI,2.0,Yes,"₹110,551"
1817,"May 06, 2024",2024-05-06,2024-05-05,869, Customer 329 ,,male,Kolkata,Electronics,-1,₹2197,"₹2,545",0.2,upi,5.0,Yes,
1074,2024-03-10,2024-03-12,2024-03-20,845, Customer 1301 ,-5.0,FEMALE,kolkata,Electronics,3,3256,Rs.984,25%,Card,6.0,No,
1361,2024-10-01,2024-10-01,2024-10-09,662, Customer 1032 ,150.0,F,CALCUTTA,ELECTRONIC,-1,3534,Rs.1718,25%,upi,,Yes,"₹84,614"
1972,"Aug 18, 2024",2024-08-20,2024-08-25,73, Customer 998 ,150.0,Female,Delhi,ELECTRONIC,5,₹3389,"₹2,566",25%,Cash,6.0,Yes,
1457,"Apr 27, 2024",2024-04-27,2024-04-29,1164, Customer 38 ,150.0,FEMALE,Kolkata,electronics,-1,888,"₹1,893",10%,Card,4.0,No,"₹143,807"
1537,07/02/2024,2024-02-10,2024-02-12,1309, Customer 1477 ,68.0,Female,Kolkata,electronics,4,2844,"₹2,989",,Cash,6.0,No,"₹39,197"
2830,"Mar 28, 2024",2024-03-30,,1369, Customer 871 ,,F,Mumbai,Furniture,4,₹2897,Rs.4336,,UPI,3.0,Yes,"₹94,930"
1529,17/05/2024,,2024-05-25,788, Customer 178 ,,M,Delhi,Clothing,3,696,₹487,25%,Cash,,Yes,"₹36,888"
1121,"Apr 13, 2024",2024-04-13,2024-04-18,862, Customer 201 ,49.0,F,Mumbai,electronics,-1,₹2054,Rs.4375,10%,Card,5.0,No,"₹52,369"
2133,2024-02-02,2024-02-05,2024-02-10,1223, Customer 930 ,68.0,Female,CALCUTTA,electronics,-1,₹2744,Rs.3143,,Card,0.0,No,"₹96,235"
3452,2024-08-26,2024-08-26,2024-08-29,1170, Customer 868 ,-5.0,M,CALCUTTA,Electronics,3,₹246,Rs.1780,10%,UPI,4.0,Yes,"₹165,001"
2990,"Aug 31, 2024",2024-08-31,2024-08-31,1331, Customer 1435 ,-5.0,Male,Mumbai,Furniture,5,259,Rs.4243,25%,Card,0.0,Yes,
1841,"Jan 22, 2024",2024-01-25,2024-01-24,1338, Customer 1435 ,-5.0,Male,Kolkata,ELECTRONIC,-1,₹3012,Rs.2956,,UPI,6.0,No,
1996,2024-08-27,2024-08-29,2024-09-02,1308, Customer 1463 ,150.0,FEMALE,Kolkata,electronics,-1,₹2177,₹886,,upi,2.0,Yes,
2094,29/09/2024,2024-09-30,2024-10-02,470, Customer 1337 ,70.0,Male,Delhi,Electronics,4,₹3435,Rs.3724,0.2,Cash,5.0,No,
1180,02/07/2024,2024-07-05,2024-07-09,180, Customer 464 ,18.0,F,CALCUTTA,Electronics,-1,2947,"₹1,277",,Cash,1.0,Yes,
3738,2024-10-25,2024-10-28,2024-10-28,434, Customer 895 ,43.0,F,Kolkata,ELECTRONIC,-1,3203,"₹1,088",25%,Cash,1.0,Yes,
3822,"Jul 09, 2024",2024-07-11,,1203, Customer 88 ,67.0,male,kolkata,Furniture,1,2902,Rs.1502,0.2,Card,1.0,Yes,
2049,"Oct 31, 2024",2024-10-31,2024-11-01,44, Customer 1474 ,,male,CALCUTTA,Clothing,5,3310,"₹1,355",10%,upi,6.0,Yes,"₹61,273"
4340,"Sep 06, 2024",2024-09-07,2024-09-08,407, Customer 278 ,150.0,M,Mumbai,Electronics,-1,₹262,₹192,10%,Cash,6.0,Yes,
3101,01/01/2024,2024-01-04,2024-01-08,41, Customer 950 ,150.0,male,kolkata,Clothing,3,₹1889,Rs.1457,0.2,Card,5.0,Yes,
3077,"Nov 27, 2024",2024-11-28,2024-11-27,191, Customer 1248 ,,Male,CALCUTTA,Electronics,2,3903,₹680,,Card,6.0,No,
4495,22/10/2024,2024-10-24,2024-10-30,1204, Customer 973 ,25.0,Male,Mumbai,ELECTRONIC,-1,₹955,₹165,0.2,upi,3.0,No,"₹29,372"
1439,"Aug 31, 2024",2024-08-31,2024-09-01,253, Customer 125 ,,FEMALE,kolkata,Electronics,2,1997,"₹4,648",0.2,Cash,1.0,Yes,
4454,2024-08-05,2024-08-06,2024-08-14,1385, Customer 430 ,,Female,Kolkata,Furniture,-1,₹3953,Rs.591,10%,upi,0.0,No,
3963,14/09/2024,2024-09-14,2024-09-17,93, Customer 1323 ,150.0,F,Delhi,Furniture,-1,₹3930,Rs.4892,,UPI,6.0,Yes,"₹58,273"
4144,"May 03, 2024",2024-05-04,2024-05-03,183, Customer 225 ,44.0,male,Delhi,Clothing,5,3054,Rs.4873,,Card,2.0,No,
3538,2024-12-31,2025-01-01,2025-01-04,46, Customer 297 ,150.0,Female,Mumbai,electronics,-1,2153,Rs.609,10%,upi,6.0,Yes,"₹31,897"
2726,16/05/2024,2024-05-19,2024-05-23,38, Customer 473 ,,male,Mumbai,Furniture,-1,₹1477,"₹1,073",25%,Cash,6.0,Yes,
1547,"Jun 03, 2024",,2024-06-14,190, Customer 1326 ,65.0,male,CALCUTTA,ELECTRONIC,2,501,"₹4,803",,UPI,1.0,Yes,"₹71,880"
1792,"Nov 26, 2024",2024-11-28,2024-12-02,1411, Customer 277 ,,FEMALE,Mumbai,Electronics,-1,₹1296,Rs.2045,25%,Cash,1.0,No,
3363,16/03/2024,2024-03-17,2024-03-16,977, Customer 533 ,,FEMALE,CALCUTTA,ELECTRONIC,4,₹2540,"₹3,703",0.2,UPI,5.0,Yes,
3250,2024-03-07,2024-03-10,2024-03-17,441, Customer 316 ,32.0,F,Mumbai,electronics,-1,221,"₹2,606",0.2,UPI,4.0,No,"₹22,320"
2595,15/09/2024,2024-09-15,2024-09-15,1065, Customer 1296 ,150.0,M,Delhi,Clothing,2,2164,Rs.889,25%,Cash,2.0,Yes,
2366,"Mar 28, 2024",2024-03-31,2024-04-05,1204, Customer 944 ,150.0,male,Kolkata,Electronics,4,₹181,Rs.1777,25%,Card,2.0,Yes,
2170,2024-11-03,2024-11-04,2024-11-11,202, Customer 379 ,-5.0,FEMALE,Delhi,Electronics,-1,601,"₹4,100",0.2,Cash,3.0,Yes,
1332,2024-12-21,2024-12-23,2024-12-27,305, Customer 932 ,-5.0,male,CALCUTTA,Clothing,-1,619,Rs.2314,0.2,UPI,,Yes,"₹122,611"
3346,09/11/2024,2024-11-09,2024-11-17,782, Customer 80 ,,Female,Mumbai,Clothing,-1,₹2826,Rs.311,,Card,,No,"₹23,974"
2084,20/12/2024,2024-12-21,2024-12-25,63, Customer 203 ,-5.0,male,Kolkata,Electronics,-1,1162,"₹3,361",25%,upi,3.0,Yes,
4438,2024-10-25,2024-10-26,,1255, Customer 51 ,52.0,male,CALCUTTA,Furniture,5,₹3780,Rs.4663,0.2,Card,,No,"₹131,190"
3934,"Jul 16, 2024",2024-07-18,2024-07-17,514, Customer 76 ,150.0,FEMALE,kolkata,Electronics,-1,3088,Rs.550,10%,upi,1.0,Yes,"₹167,282"
3935,05/07/2024,2024-07-05,2024-07-12,1264, Customer 589 ,32.0,F,Kolkata,Furniture,-1,₹722,"₹2,186",10%,Cash,2.0,Yes,
3118,"Jun 22, 2024",2024-06-24,2024-06-26,1122, Customer 1245 ,-5.0,male,CALCUTTA,electronics,-1,486,Rs.3010,0.2,upi,3.0,No,"₹84,889"
1062,2024-09-28,2024-09-28,2024-10-06,198, Customer 1194 ,23.0,male,kolkata,electronics,-1,₹3512,"₹2,921",,UPI,0.0,Yes,"₹139,827"
3870,13/07/2024,2024-07-13,2024-07-16,887, Customer 836 ,38.0,male,kolkata,Furniture,-1,3664,"₹4,282",0.2,Card,0.0,No,
2065,2024-03-20,2024-03-21,2024-03-29,689, Customer 1111 ,,male,Delhi,Clothing,4,997,"₹2,439",0.2,Cash,0.0,Yes,
1812,"Aug 05, 2024",2024-08-08,2024-08-07,1034, Customer 920 ,70.0,M,Kolkata,Electronics,3,2220,Rs.478,,UPI,3.0,Yes,
3958,2024-12-17,2024-12-19,2024-12-26,244, Customer 958 ,,M,Kolkata,Clothing,3,2981,Rs.1390,10%,Card,2.0,No,
2437,19/11/2024,2024-11-20,2024-11-23,4, Customer 1152 ,,Male,Kolkata,Electronics,2,₹3239,Rs.2212,10%,Card,3.0,Yes,"₹51,815"
3382,"Oct 19, 2024",2024-10-20,2024-10-26,1316, Customer 677 ,55.0,male,Delhi,electronics,2,2426,Rs.4161,,Cash,4.0,Yes,
1052,"Jan 07, 2024",2024-01-07,2024-01-11,226, Customer 267 ,,Male,Delhi,Furniture,-1,₹2196,₹636,0.2,upi,0.0,Yes,"₹163,054"
4186,2024-08-19,2024-08-19,2024-08-26,681, Customer 905 ,60.0,Male,Mumbai,electronics,-1,₹1991,"₹3,037",10%,upi,6.0,No,"₹141,748"
2490,"Jun 30, 2024",2024-07-02,2024-07-07,59, Customer 661 ,150.0,Female,Mumbai,Clothing,4,₹3773,Rs.424,,UPI,1.0,Yes,"₹95,664"
4335,2024-07-16,2024-07-18,2024-07-20,313, Customer 1282 ,-5.0,Male,CALCUTTA,Furniture,-1,₹618,"₹3,691",,Cash,0.0,Yes,
3627,2024-11-15,2024-11-16,2024-11-15,456, Customer 454 ,-5.0,FEMALE,kolkata,Furniture,2,₹1028,Rs.2070,0.2,UPI,6.0,Yes,
3198,23/09/2024,2024-09-25,2024-10-03,27, Customer 1267 ,150.0,Male,Delhi,Furniture,-1,₹2197,Rs.3893,10%,UPI,4.0,No,"₹108,364"
3795,2024-04-15,2024-04-15,2024-04-21,1373, Customer 1213 ,-5.0,M,Mumbai,Electronics,4,₹267,"₹2,598",0.2,UPI,0.0,No,
3726,2024-06-11,2024-06-12,2024-06-19,157, Customer 984 ,,M,CALCUTTA,ELECTRONIC,1,₹3410,"₹4,328",25%,UPI,5.0,Yes,"₹146,014"
2876,2024-06-20,2024-06-23,2024-06-29,423, Customer 1455 ,-5.0,M,Delhi,electronics,-1,₹220,Rs.4567,,upi,0.0,No,"₹170,831"
3892,14/08/2024,2024-08-17,2024-08-17,741, Customer 1234 ,24.0,FEMALE,Kolkata,electronics,1,3853,Rs.1233,25%,Cash,6.0,No,
3868,18/11/2024,2024-11-20,2024-11-27,221, Customer 908 ,20.0,Female,kolkata,Electronics,1,₹3863,"₹4,844",,Card,6.0,No,"₹160,968"
1957,01/06/2024,2024-06-02,2024-06-05,1158, Customer 4 ,35.0,M,Kolkata,electronics,5,2963,Rs.905,25%,UPI,5.0,No,"₹161,383"
2709,22/06/2024,2024-06-25,2024-06-26,47, Customer 349 ,,male,kolkata,ELECTRONIC,5,252,Rs.3299,0.2,UPI,0.0,Yes,"₹41,295"
4013,08/11/2024,2024-11-08,2024-11-07,1410, Customer 128 ,150.0,Male,Delhi,ELECTRONIC,1,₹1807,"₹1,792",10%,UPI,3.0,No,
2045,"Dec 18, 2024",2024-12-19,2024-12-26,1385, Customer 776 ,43.0,Female,Delhi,Clothing,-1,₹1175,Rs.3326,25%,UPI,6.0,No,
2519,"Aug 19, 2024",2024-08-19,2024-08-23,600, Customer 436 ,-5.0,male,Kolkata,Furniture,2,₹1601,Rs.725,25%,upi,6.0,Yes,
3604,"Nov 09, 2024",2024-11-11,2024-11-12,359, Customer 1085 ,42.0,M,Mumbai,electronics,-1,₹268,"₹2,458",0.2,Cash,4.0,Yes,"₹39,241"
4452,"Aug 27, 2024",2024-08-28,2024-09-04,1172, Customer 811 ,150.0,FEMALE,Kolkata,Electronics,2,₹3042,"₹1,127",10%,Cash,5.0,Yes,"₹24,744"
3419,"Jan 31, 2024",,2024-02-06,118, Customer 1001 ,150.0,FEMALE,CALCUTTA,electronics,4,₹395,Rs.369,10%,upi,2.0,No,"₹183,286"
1237,17/08/2024,2024-08-18,2024-08-22,948, Customer 258 ,56.0,M,CALCUTTA,Electronics,1,3223,"₹1,175",25%,upi,1.0,Yes,"₹192,851"
3786,10/10/2024,2024-10-11,2024-10-18,832, Customer 1455 ,29.0,male,Delhi,Electronics,4,₹2024,"₹2,287",10%,Card,0.0,Yes,"₹102,578"
2314,2024-02-14,2024-02-16,2024-02-20,826, Customer 109 ,150.0,F,Mumbai,ELECTRONIC,-1,₹2021,Rs.1054,,Card,5.0,No,
3892,23/08/2024,2024-08-23,2024-08-31,418, Customer 81 ,150.0,M,Mumbai,Electronics,3,₹256,Rs.3357,10%,UPI,,No,"₹36,728"
2771,"Apr 06, 2024",2024-04-06,2024-04-10,1250, Customer 1330 ,48.0,Male,CALCUTTA,Electronics,4,₹3081,Rs.4329,10%,UPI,6.0,Yes,"₹28,135"
1976,"Dec 02, 2024",2024-12-03,2024-12-11,740, Customer 1375 ,,F,kolkata,Electronics,4,729,"₹2,827",0.2,Cash,3.0,No,"₹153,879"
1940,25/04/2024,2024-04-27,2024-05-05,840, Customer 481 ,,M,CALCUTTA,ELECTRONIC,-1,2031,Rs.4968,10%,upi,2.0,Yes,
1117,2024-10-12,2024-10-13,2024-10-13,1326, Customer 201 ,150.0,male,Mumbai,Electronics,-1,2185,"₹4,036",,upi,,Yes,
3252,19/09/2024,2024-09-20,2024-09-20,229, Customer 206 ,-5.0,male,kolkata,ELECTRONIC,3,1373,Rs.4882,0.2,upi,0.0,No,"₹111,354"
2429,15/04/2024,2024-04-18,2024-04-17,1176, Customer 1415 ,150.0,FEMALE,CALCUTTA,electronics,5,₹2470,"₹3,826",,Card,,No,"₹22,833"
1697,15/11/2024,2024-11-18,2024-11-18,597, Customer 775 ,,Female,Mumbai,ELECTRONIC,2,1443,"₹2,833",10%,Cash,0.0,No,
3806,2024-06-09,2024-06-10,2024-06-12,1428, Customer 1257 ,,FEMALE,Kolkata,Electronics,-1,1976,"₹3,412",10%,Card,1.0,No,"₹62,883"
3462,2024-03-20,2024-03-22,2024-03-22,262, Customer 1071 ,,FEMALE,CALCUTTA,Electronics,-1,1670,"₹1,610",10%,Cash,2.0,No,
2797,03/10/2024,2024-10-03,,922, Customer 1128 ,150.0,FEMALE,Mumbai,Clothing,-1,1068,Rs.2209,25%,Card,4.0,No,
2733,2024-10-10,2024-10-12,2024-10-20,1398, Customer 583 ,-5.0,Female,kolkata,Clothing,-1,₹2336,Rs.450,10%,UPI,5.0,Yes,
2366,"Sep 25, 2024",2024-09-27,2024-10-01,733, Customer 1247 ,150.0,Male,Delhi,Electronics,-1,₹297,"₹3,486",,UPI,1.0,No,
1167,"Feb 15, 2024",2024-02-15,2024-02-21,94, Customer 276 ,,M,CALCUTTA,ELECTRONIC,3,2967,Rs.3105,,Cash,,No,
2061,2024-02-23,2024-02-25,2024-03-04,876, Customer 373 ,-5.0,M,Mumbai,Electronics,-1,3456,Rs.917,,UPI,5.0,Yes,"₹112,345"
1520,2024-10-12,,2024-10-15,1433, Customer 1174 ,150.0,Female,Kolkata,Electronics,-1,673,"₹3,156",25%,UPI,6.0,No,"₹64,036"
2041,2024-12-05,,2024-12-12,939, Customer 450 ,26.0,Female,Kolkata,Electronics,3,₹1053,Rs.3889,,UPI,6.0,No,"₹131,081"
1326,2024-05-27,,2024-05-28,319, Customer 482 ,-5.0,Female,Mumbai,Furniture,2,3703,"₹2,208",,upi,6.0,Yes,"₹24,707"
2481,18/03/2024,2024-03-21,2024-03-26,1131, Customer 1165 ,20.0,M,CALCUTTA,Clothing,-1,₹2357,Rs.796,25%,upi,1.0,Yes,"₹83,835"
2317,2024-05-01,2024-05-04,2024-05-09,846, Customer 575 ,,Female,kolkata,Clothing,3,₹1091,"₹3,019",,Cash,4.0,Yes,"₹20,465"
4318,"Oct 21, 2024",,2024-10-27,574, Customer 253 ,,FEMALE,CALCUTTA,Clothing,4,1444,Rs.4994,0.2,Cash,4.0,Yes,
4114,"Feb 06, 2024",2024-02-06,2024-02-09,546, Customer 1076 ,47.0,male,Mumbai,ELECTRONIC,2,₹3773,Rs.3858,25%,UPI,5.0,No,
2668,2024-04-25,2024-04-28,2024-04-28,141, Customer 929 ,150.0,M,Delhi,ELECTRONIC,-1,749,"₹3,057",25%,UPI,1.0,No,"₹64,591"
2589,2024-09-07,2024-09-08,2024-09-07,367, Customer 1473 ,-5.0,M,Mumbai,ELECTRONIC,-1,2567,"₹3,267",25%,UPI,4.0,Yes,
3418,"Oct 10, 2024",2024-10-10,2024-10-18,318, Customer 843 ,150.0,M,CALCUTTA,Electronics,5,1278,"₹3,255",10%,Cash,6.0,Yes,"₹114,430"
3060,15/08/2024,2024-08-16,2024-08-20,608, Customer 1267 ,150.0,M,Kolkata,electronics,-1,3401,₹121,25%,Card,6.0,Yes,
2315,"Jul 01, 2024",2024-07-02,2024-07-05,1497, Customer 1205 ,18.0,F,kolkata,Electronics,-1,₹2878,"₹4,091",0.2,upi,4.0,Yes,"₹133,865"
1718,"May 31, 2024",2024-06-03,2024-06-05,34, Customer 949 ,150.0,F,Delhi,Furniture,4,₹1578,Rs.1214,,Cash,6.0,No,
3707,2024-10-29,2024-11-01,2024-11-06,781, Customer 273 ,-5.0,Female,CALCUTTA,Electronics,-1,₹2780,"₹2,709",0.2,UPI,1.0,Yes,
4390,29/06/2024,2024-07-02,2024-07-04,372, Customer 435 ,,F,CALCUTTA,electronics,2,₹1008,Rs.1297,25%,Card,5.0,Yes,"₹173,093"
2460,"May 15, 2024",2024-05-16,2024-05-23,1419, Customer 745 ,150.0,Female,Delhi,Furniture,3,552,Rs.4168,10%,Card,3.0,Yes,"₹52,574"
1944,23/08/2024,2024-08-23,2024-08-29,1328, Customer 524 ,150.0,M,CALCUTTA,ELECTRONIC,4,596,Rs.3470,,Card,3.0,No,"₹61,113"
1088,2024-05-14,2024-05-14,2024-05-15,1449, Customer 1081 ,-5.0,FEMALE,CALCUTTA,Electronics,5,₹764,Rs.3316,0.2,Card,2.0,Yes,
1984,06/07/2024,2024-07-06,2024-07-09,1437, Customer 852 ,150.0,M,Mumbai,electronics,-1,₹3427,Rs.2683,10%,Cash,5.0,No,"₹20,641"
1081,09/07/2024,2024-07-10,2024-07-15,516, Customer 931 ,,Male,Kolkata,electronics,-1,₹1444,Rs.3288,10%,Cash,3.0,Yes,"₹21,728"
1157,14/02/2024,2024-02-14,2024-02-18,1106, Customer 844 ,,male,Kolkata,ELECTRONIC,-1,1210,Rs.2010,0.2,UPI,5.0,Yes,
3189,2024-12-24,2024-12-25,2024-12-31,633, Customer 1310 ,-5.0,M,kolkata,Electronics,-1,₹1895,"₹4,880",10%,UPI,0.0,No,"₹187,624"
2439,2024-06-26,2024-06-29,2024-07-04,139, Customer 470 ,150.0,M,Delhi,ELECTRONIC,4,1084,₹166,,upi,6.0,Yes,
4498,"Oct 16, 2024",2024-10-17,2024-10-18,1400, Customer 1308 ,45.0,Male,CALCUTTA,electronics,3,1396,"₹3,215",25%,UPI,4.0,Yes,"₹63,851"
2864,14/02/2024,2024-02-14,2024-02-14,128, Customer 1392 ,24.0,FEMALE,kolkata,Electronics,-1,₹2828,"₹3,310",10%,upi,2.0,Yes,
3536,2024-08-08,2024-08-10,2024-08-12,1424, Customer 516 ,31.0,male,Delhi,electronics,2,₹2539,Rs.1726,0.2,Cash,6.0,No,"₹171,155"
2008,2024-06-16,2024-06-19,2024-06-23,802, Customer 1021 ,,FEMALE,Delhi,Clothing,3,₹870,"₹3,136",,UPI,1.0,No,"₹143,267"
3957,2024-01-27,2024-01-30,2024-02-01,1243, Customer 116 ,,Female,kolkata,Electronics,-1,474,Rs.4571,0.2,upi,1.0,No,"₹77,167"
2772,02/01/2024,2024-01-03,2024-01-03,886, Customer 499 ,20.0,Male,Kolkata,ELECTRONIC,4,2201,"₹1,629",0.2,upi,0.0,No,
2321,26/09/2024,2024-09-28,2024-10-03,1066, Customer 240 ,-5.0,Male,Mumbai,Furniture,4,1367,"₹1,913",,Card,0.0,Yes,"₹113,483"
1109,2024-02-20,2024-02-23,2024-02-29,613, Customer 538 ,50.0,Male,kolkata,Electronics,-1,₹2237,Rs.1596,,upi,5.0,Yes,
2650,2024-07-24,2024-07-27,2024-08-03,737, Customer 143 ,54.0,male,Kolkata,Clothing,3,₹422,Rs.1740,10%,upi,,Yes,"₹94,727"
2857,"May 07, 2024",2024-05-10,2024-05-18,979, Customer 1078 ,,F,CALCUTTA,ELECTRONIC,4,1566,"₹4,775",0.2,upi,5.0,Yes,
3225,03/09/2024,2024-09-04,,1003, Customer 1378 ,150.0,male,Kolkata,Furniture,-1,₹309,Rs.3826,25%,Card,3.0,No,
3472,"Nov 29, 2024",2024-12-02,2024-12-07,1418, Customer 1246 ,150.0,F,Delhi,Clothing,-1,₹1332,Rs.572,25%,Cash,3.0,No,
4070,29/06/2024,2024-06-30,2024-06-30,999, Customer 61 ,150.0,male,Mumbai,ELECTRONIC,-1,₹1907,₹319,10%,UPI,4.0,Yes,
4031,"Jan 28, 2024",2024-01-30,2024-02-02,396, Customer 752 ,,F,Mumbai,Clothing,4,₹567,Rs.3562,25%,upi,3.0,No,"₹144,391"
1940,01/10/2024,2024-10-01,2024-10-06,1251, Customer 854 ,150.0,male,Mumbai,ELECTRONIC,4,₹2077,Rs.303,0.2,Card,1.0,No,
3976,"Apr 06, 2024",2024-04-07,2024-04-07,613, Customer 882 ,38.0,male,CALCUTTA,electronics,2,₹617,"₹3,618",,UPI,0.0,No,
1628,"Jan 22, 2024",2024-01-23,2024-01-28,700, Customer 237 ,55.0,M,Delhi,ELECTRONIC,-1,₹3913,Rs.491,25%,upi,6.0,No,"₹116,867"
3678,2024-07-24,2024-07-26,2024-08-01,854, Customer 745 ,150.0,M,Mumbai,ELECTRONIC,-1,₹3551,"₹1,662",10%,UPI,,No,"₹53,070"
4102,"Jan 19, 2024",2024-01-22,2024-01-24,755, Customer 1480 ,30.0,male,CALCUTTA,Furniture,4,₹2312,Rs.657,,UPI,0.0,Yes,"₹64,402"
2748,"Jan 08, 2024",2024-01-11,2024-01-15,128, Customer 442 ,54.0,male,Delhi,Clothing,3,₹390,Rs.311,0.2,UPI,,No,"₹85,996"
3710,"Aug 27, 2024",2024-08-29,2024-08-31,804, Customer 781 ,150.0,M,CALCUTTA,electronics,-1,1189,Rs.1255,,UPI,6.0,Yes,
1820,10/06/2024,2024-06-12,2024-06-17,1075, Customer 172 ,150.0,Male,Mumbai,ELECTRONIC,2,2792,Rs.4207,0.2,UPI,0.0,No,
3080,17/02/2024,2024-02-19,2024-02-20,1449, Customer 1160 ,,Male,kolkata,Clothing,-1,1844,Rs.788,0.2,upi,,No,
3214,11/03/2024,2024-03-11,2024-03-11,7, Customer 596 ,,Female,CALCUTTA,ELECTRONIC,-1,1946,Rs.155,0.2,Card,5.0,No,
4065,"Feb 18, 2024",2024-02-20,2024-02-27,520, Customer 495 ,44.0,F,Mumbai,Electronics,-1,483,"₹1,855",,Cash,,No,
2047,"Aug 02, 2024",,,1500, Customer 818 ,-5.0,Male,Delhi,ELECTRONIC,-1,₹2238,"₹2,462",0.2,upi,2.0,Yes,"₹137,501"
1804,"Aug 05, 2024",2024-08-07,2024-08-11,1467, Customer 876 ,-5.0,male,Mumbai,Electronics,3,₹695,"₹2,404",10%,UPI,,No,"₹69,270"
4384,"Jul 21, 2024",2024-07-22,2024-07-28,37, Customer 384 ,150.0,FEMALE,Mumbai,Furniture,2,₹2001,Rs.3680,,upi,4.0,No,"₹41,159"
