Order_ID,Order_Date,Ship_Date,Delivery_Date,Customer_ID,Customer_Name,Age,Gender,City,Category,Quantity,Cost_Price,Selling_Price,Discount,Payment_Method,Customer_Rating,Return_Status,Income,Profit,Profit Margin %,Delivery Days,Order Month,Order Year,Revenue
3072,2024-05-08,2024-08-08,2024-08-15,235, Customer 987 ,44.0,Female,Kolkata,Electronics,,179,393,0.2,Card,,No,53635.0,214,54.4529262086514,7 days,May,2024,
4065,2024-07-21,2024-07-24,2024-08-01,1255, Customer 862 ,44.0,Male,Kolkata,Electronics,,2089,3239,0.2,UPI,3.0,No,34364.0,1150,35.50478542760111,8 days,July,2024,
3020,2024-06-02,2024-06-05,2024-06-11,862, Customer 468 ,44.0,Male,Delhi,Electronics,1.0,2658,2848,0.2,UPI,,No,106354.0,190,6.671348314606742,6 days,June,2024,2848.0
2756,2024-04-12,2024-04-13,2024-04-15,690, Customer 39 ,44.0,Male,Kolkata,Furniture,5.0,2185,1208,0.1,Cash,,Yes,,-977,-80.87748344370861,2 days,April,2024,6040.0
2921,2024-08-16,,2024-08-27,605, Customer 947 ,44.0,Female,Kolkata,Furniture,2.0,2080,1373,0.25,Card,1.0,Yes,,-707,-51.49308084486526,,August,2024,2746.0
3883,2024-08-04,2024-04-09,2024-04-10,311, Customer 554 ,44.0,Female,Delhi,Clothing,5.0,3201,4135,0.25,UPI,2.0,No,,934,22.58766626360339,1 days,August,2024,20675.0
2763,2024-01-06,2024-01-07,2024-01-10,338, Customer 840 ,18.0,Male,Delhi,Electronics,,1371,2210,0.2,Card,3.0,No,,839,37.963800904977376,3 days,January,2024,
3047,2024-08-07,,2024-08-16,1263, Customer 1458 ,44.0,Male,Kolkata,Furniture,4.0,2582,2128,0.1,UPI,4.0,No,,-454,-21.334586466165415,,August,2024,8512.0
3008,2024-01-26,2024-01-29,2024-02-01,801, Customer 709 ,44.0,Female,Delhi,Electronics,3.0,2986,895,0.2,Card,2.0,No,,-2091,-233.63128491620114,3 days,January,2024,2685.0
3819,2024-05-03,2024-03-08,2024-03-16,1010, Customer 1411 ,40.0,Female,Mumbai,Electronics,,317,4603,0.25,Cash,,No,,4286,93.11318705192267,8 days,May,2024,
1965,2024-04-11,2024-04-13,2024-04-14,1046, Customer 223 ,44.0,Male,Kolkata,Furniture,3.0,2143,344,0.25,UPI,,Yes,,-1799,-522.9651162790698,1 days,April,2024,1032.0
3341,2024-11-22,2024-11-22,2024-11-25,418, Customer 1107 ,44.0,Male,Delhi,Electronics,,1671,2257,0.25,Card,,Yes,,586,25.963668586619406,3 days,November,2024,
2011,2024-09-01,2024-01-10,2024-01-18,1447, Customer 1050 ,44.0,Female,Kolkata,Electronics,1.0,1218,4368,0.0,UPI,3.0,No,93529.0,3150,72.11538461538461,8 days,September,2024,4368.0
1063,2024-10-03,2024-03-11,2024-03-15,323, Customer 1442 ,43.0,Female,Kolkata,Electronics,,2356,3009,0.2,Cash,,Yes,,653,21.70156198072449,4 days,October,2024,
1429,2024-09-13,2024-09-15,2024-09-15,368, Customer 1003 ,44.0,Female,Mumbai,Furniture,5.0,1889,3175,0.1,UPI,1.0,No,94196.0,1286,40.503937007874015,0 days,September,2024,15875.0
4061,2024-12-19,2024-12-22,2024-12-28,218, Customer 305 ,44.0,Male,Kolkata,Electronics,,139,491,0.1,Card,,Yes,,352,71.69042769857434,6 days,December,2024,
1622,2024-04-12,2024-04-15,2024-04-15,950, Customer 835 ,63.0,Female,Kolkata,Clothing,5.0,2527,1457,0.1,Card,1.0,No,60258.0,-1070,-73.43857240905972,0 days,April,2024,7285.0
3223,2024-09-08,2024-09-11,2024-09-15,872, Customer 1108 ,44.0,Male,Delhi,Electronics,,3497,3756,0.0,UPI,1.0,Yes,172443.0,259,6.895633652822151,4 days,September,2024,
2386,2024-05-17,2024-05-20,,1457, Customer 1011 ,44.0,Male,Kolkata,Electronics,3.0,897,1111,0.1,UPI,4.0,No,197430.0,214,19.26192619261926,,May,2024,3333.0
4475,2024-03-01,2024-03-02,2024-03-08,215, Customer 572 ,44.0,Male,Delhi,Clothing,,3119,2221,0.1,UPI,,Yes,178515.0,-898,-40.432237730751915,6 days,March,2024,
3455,2024-11-20,2024-11-22,2024-11-29,1286, Customer 1475 ,44.0,Male,Kolkata,Electronics,1.0,778,2755,0.25,Cash,1.0,Yes,,1977,71.76043557168784,7 days,November,2024,2755.0
2265,2024-01-02,2024-01-04,2024-01-09,482, Customer 943 ,44.0,Female,Delhi,Clothing,5.0,282,3054,0.25,UPI,2.0,Yes,47228.0,2772,90.76620825147347,5 days,January,2024,15270.0
3710,2024-09-06,,2024-09-08,259, Customer 344 ,67.0,Female,Kolkata,Furniture,1.0,3431,4929,0.2,Cash,1.0,Yes,191104.0,1498,30.39156015418949,,September,2024,4929.0
1410,2024-07-13,2024-07-16,2024-07-16,398, Customer 442 ,20.0,Male,Mumbai,Electronics,,3334,4028,0.25,UPI,,Yes,,694,17.229394240317774,0 days,July,2024,
2764,2024-11-19,2024-11-19,2024-11-25,1190, Customer 583 ,44.0,Female,Kolkata,Electronics,,1081,4575,0.0,Card,5.0,No,,3494,76.37158469945355,6 days,November,2024,
2719,2024-12-16,2024-12-19,2024-12-27,61, Customer 689 ,44.0,Female,Mumbai,Electronics,5.0,275,1586,0.25,Card,3.0,Yes,21261.0,1311,82.66078184110971,8 days,December,2024,7930.0
2908,2024-05-22,2024-05-24,2024-05-29,259, Customer 1442 ,21.0,Male,Mumbai,Electronics,,2315,4390,0.0,UPI,4.0,Yes,132122.0,2075,47.26651480637813,5 days,May,2024,
3916,2024-02-24,2024-02-25,2024-03-02,1374, Customer 825 ,44.0,Male,Kolkata,Electronics,1.0,2236,4224,0.0,UPI,,Yes,,1988,47.06439393939394,6 days,February,2024,4224.0
1168,2024-07-16,2024-07-19,2024-07-20,602, Customer 1423 ,44.0,Female,Kolkata,Clothing,,330,945,0.2,Cash,5.0,No,97693.0,615,65.07936507936508,1 days,July,2024,
1502,2024-09-17,2024-09-19,2024-09-27,381, Customer 954 ,44.0,Female,Kolkata,Clothing,1.0,3703,4987,0.1,UPI,5.0,No,75095.0,1284,25.746942049328254,8 days,September,2024,4987.0
2814,2024-04-01,2024-01-04,2024-01-11,1440, Customer 310 ,44.0,Female,Mumbai,Electronics,,1475,4776,0.25,Cash,3.0,No,,3301,69.11641541038526,7 days,April,2024,
4491,2024-02-02,2024-02-04,2024-02-04,436, Customer 862 ,66.0,Male,Delhi,Electronics,,2784,766,0.25,UPI,5.0,No,148388.0,-2018,-263.4464751958225,0 days,February,2024,
3378,2024-07-23,2024-07-24,2024-07-26,265, Customer 528 ,33.0,Male,Kolkata,Furniture,,3476,1007,0.1,UPI,2.0,Yes,110551.0,-2469,-245.1837140019861,2 days,July,2024,
1817,2024-05-06,2024-05-06,2024-05-05,869, Customer 329 ,44.0,Male,Kolkata,Electronics,,2197,2545,0.2,UPI,5.0,Yes,,348,13.67387033398821,-1 days,May,2024,
1074,2024-03-10,2024-03-12,2024-03-20,845, Customer 1301 ,44.0,Female,Kolkata,Electronics,3.0,3256,984,0.25,Card,,No,,-2272,-230.89430894308944,8 days,March,2024,2952.0
1361,2024-10-01,2024-10-01,2024-10-09,662, Customer 1032 ,44.0,Female,Kolkata,Electronics,,3534,1718,0.25,UPI,,Yes,84614.0,-1816,-105.70430733410943,8 days,October,2024,
1972,2024-08-18,2024-08-20,2024-08-25,73, Customer 998 ,44.0,Female,Delhi,Electronics,5.0,3389,2566,0.25,Cash,,Yes,,-823,-32.073265783320345,5 days,August,2024,12830.0
1457,2024-04-27,2024-04-27,2024-04-29,1164, Customer 38 ,44.0,Female,Kolkata,Electronics,,888,1893,0.1,Card,4.0,No,143807.0,1005,53.09033280507131,2 days,April,2024,
1537,2024-07-02,2024-02-10,2024-02-12,1309, Customer 1477 ,68.0,Female,Kolkata,Electronics,4.0,2844,2989,0.0,Cash,,No,39197.0,145,4.851120776179324,2 days,July,2024,11956.0
2830,2024-03-28,2024-03-30,,1369, Customer 871 ,44.0,Female,Mumbai,Furniture,4.0,2897,4336,0.0,UPI,3.0,Yes,94930.0,1439,33.18726937269373,,March,2024,17344.0
1529,2024-05-17,,2024-05-25,788, Customer 178 ,44.0,Male,Delhi,Clothing,3.0,696,487,0.25,Cash,,Yes,36888.0,-209,-42.91581108829568,,May,2024,1461.0
1121,2024-04-13,2024-04-13,2024-04-18,862, Customer 201 ,49.0,Female,Mumbai,Electronics,,2054,4375,0.1,Card,5.0,No,52369.0,2321,53.05142857142857,5 days,April,2024,
2133,2024-02-02,2024-02-05,2024-02-10,1223, Customer 930 ,68.0,Female,Kolkata,Electronics,,2744,3143,0.0,Card,,No,96235.0,399,12.694877505567929,5 days,February,2024,
3452,2024-08-26,2024-08-26,2024-08-29,1170, Customer 868 ,44.0,Male,Kolkata,Electronics,3.0,246,1780,0.1,UPI,4.0,Yes,165001.0,1534,86.17977528089888,3 days,August,2024,5340.0
2990,2024-08-31,2024-08-31,2024-08-31,1331, Customer 1435 ,44.0,Male,Mumbai,Furniture,5.0,259,4243,0.25,Card,,Yes,,3984,93.89582842328541,0 days,August,2024,21215.0
1841,2024-01-22,2024-01-25,2024-01-24,1338, Customer 1435 ,44.0,Male,Kolkata,Electronics,,3012,2956,0.0,UPI,,No,,-56,-1.8944519621109608,-1 days,January,2024,
1996,2024-08-27,2024-08-29,2024-09-02,1308, Customer 1463 ,44.0,Female,Kolkata,Electronics,,2177,886,0.0,UPI,2.0,Yes,,-1291,-145.71106094808127,4 days,August,2024,
2094,2024-09-29,2024-09-30,2024-10-02,470, Customer 1337 ,70.0,Male,Delhi,Electronics,4.0,3435,3724,0.2,Cash,5.0,No,,289,7.760472610096671,2 days,September,2024,14896.0
1180,2024-02-07,2024-07-05,2024-07-09,180, Customer 464 ,18.0,Female,Kolkata,Electronics,,2947,1277,0.0,Cash,1.0,Yes,,-1670,-130.77525450274078,4 days,February,2024,
3738,2024-10-25,2024-10-28,2024-10-28,434, Customer 895 ,43.0,Female,Kolkata,Electronics,,3203,1088,0.25,Cash,1.0,Yes,,-2115,-194.39338235294116,0 days,October,2024,
3822,2024-07-09,2024-07-11,,1203, Customer 88 ,67.0,Male,Kolkata,Furniture,1.0,2902,1502,0.2,Card,1.0,Yes,,-1400,-93.20905459387482,,July,2024,1502.0
2049,2024-10-31,2024-10-31,2024-11-01,44, Customer 1474 ,44.0,Male,Kolkata,Clothing,5.0,3310,1355,0.1,UPI,,Yes,61273.0,-1955,-144.28044280442805,1 days,October,2024,6775.0
4340,2024-09-06,2024-09-07,2024-09-08,407, Customer 278 ,44.0,Male,Mumbai,Electronics,,262,192,0.1,Cash,,Yes,,-70,-36.45833333333333,1 days,September,2024,
3101,2024-01-01,2024-01-04,2024-01-08,41, Customer 950 ,44.0,Male,Kolkata,Clothing,3.0,1889,1457,0.2,Card,5.0,Yes,,-432,-29.64996568291009,4 days,January,2024,4371.0
3077,2024-11-27,2024-11-28,2024-11-27,191, Customer 1248 ,44.0,Male,Kolkata,Electronics,2.0,3903,680,0.0,Card,,No,,-3223,-473.9705882352941,-1 days,November,2024,1360.0
4495,2024-10-22,2024-10-24,2024-10-30,1204, Customer 973 ,25.0,Male,Mumbai,Electronics,,955,165,0.2,UPI,3.0,No,29372.0,-790,-478.7878787878788,6 days,October,2024,
1439,2024-08-31,2024-08-31,2024-09-01,253, Customer 125 ,44.0,Female,Kolkata,Electronics,2.0,1997,4648,0.2,Cash,1.0,Yes,,2651,57.035283993115314,1 days,August,2024,9296.0
4454,2024-08-05,2024-08-06,2024-08-14,1385, Customer 430 ,44.0,Female,Kolkata,Furniture,,3953,591,0.1,UPI,,No,,-3362,-568.8663282571912,8 days,August,2024,
3963,2024-09-14,2024-09-14,2024-09-17,93, Customer 1323 ,44.0,Female,Delhi,Furniture,,3930,4892,0.0,UPI,,Yes,58273.0,962,19.664758789860997,3 days,September,2024,
4144,2024-05-03,2024-05-04,2024-05-03,183, Customer 225 ,44.0,Male,Delhi,Clothing,5.0,3054,4873,0.0,Card,2.0,No,,1819,37.328134619331,-1 days,May,2024,24365.0
3538,2024-12-31,2025-01-01,2025-01-04,46, Customer 297 ,44.0,Female,Mumbai,Electronics,,2153,609,0.1,UPI,,Yes,31897.0,-1544,-253.53037766830872,3 days,December,2024,
2726,2024-05-16,2024-05-19,2024-05-23,38, Customer 473 ,44.0,Male,Mumbai,Furniture,,1477,1073,0.25,Cash,,Yes,,-404,-37.65144454799627,4 days,May,2024,
1547,2024-06-03,,2024-06-14,190, Customer 1326 ,65.0,Male,Kolkata,Electronics,2.0,501,4803,0.0,UPI,1.0,Yes,71880.0,4302,89.56901936289819,,June,2024,9606.0
1792,2024-11-26,2024-11-28,2024-12-02,1411, Customer 277 ,44.0,Female,Mumbai,Electronics,,1296,2045,0.25,Cash,1.0,No,,749,36.62591687041565,4 days,November,2024,
3363,2024-03-16,2024-03-17,2024-03-16,977, Customer 533 ,44.0,Female,Kolkata,Electronics,4.0,2540,3703,0.2,UPI,5.0,Yes,,1163,31.40696732379152,-1 days,March,2024,14812.0
3250,2024-03-07,2024-03-10,2024-03-17,441, Customer 316 ,32.0,Female,Mumbai,Electronics,,221,2606,0.2,UPI,4.0,No,22320.0,2385,91.51957022256332,7 days,March,2024,
2595,2024-09-15,2024-09-15,2024-09-15,1065, Customer 1296 ,44.0,Male,Delhi,Clothing,2.0,2164,889,0.25,Cash,2.0,Yes,,-1275,-143.41957255343084,0 days,September,2024,1778.0
2366,2024-03-28,2024-03-31,2024-04-05,1204, Customer 944 ,44.0,Male,Kolkata,Electronics,4.0,181,1777,0.25,Card,2.0,Yes,,1596,89.81429375351716,5 days,March,2024,7108.0
2170,2024-11-03,2024-11-04,2024-11-11,202, Customer 379 ,44.0,Female,Delhi,Electronics,,601,4100,0.2,Cash,3.0,Yes,,3499,85.34146341463415,7 days,November,2024,
1332,2024-12-21,2024-12-23,2024-12-27,305, Customer 932 ,44.0,Male,Kolkata,Clothing,,619,2314,0.2,UPI,,Yes,122611.0,1695,73.24978392394122,4 days,December,2024,
3346,2024-09-11,2024-11-09,2024-11-17,782, Customer 80 ,44.0,Female,Mumbai,Clothing,,2826,311,0.0,Card,,No,23974.0,-2515,-808.6816720257234,8 days,September,2024,
2084,2024-12-20,2024-12-21,2024-12-25,63, Customer 203 ,44.0,Male,Kolkata,Electronics,,1162,3361,0.25,UPI,3.0,Yes,,2199,65.42695626301696,4 days,December,2024,
4438,2024-10-25,2024-10-26,,1255, Customer 51 ,52.0,Male,Kolkata,Furniture,5.0,3780,4663,0.2,Card,,No,131190.0,883,18.936307098434487,,October,2024,23315.0
3934,2024-07-16,2024-07-18,2024-07-17,514, Customer 76 ,44.0,Female,Kolkata,Electronics,,3088,550,0.1,UPI,1.0,Yes,167282.0,-2538,-461.45454545454544,-1 days,July,2024,
3935,2024-05-07,2024-07-05,2024-07-12,1264, Customer 589 ,32.0,Female,Kolkata,Furniture,,722,2186,0.1,Cash,2.0,Yes,,1464,66.97163769441903,7 days,May,2024,
3118,2024-06-22,2024-06-24,2024-06-26,1122, Customer 1245 ,44.0,Male,Kolkata,Electronics,,486,3010,0.2,UPI,3.0,No,84889.0,2524,83.85382059800665,2 days,June,2024,
1062,2024-09-28,2024-09-28,2024-10-06,198, Customer 1194 ,23.0,Male,Kolkata,Electronics,,3512,2921,0.0,UPI,,Yes,139827.0,-591,-20.232796987333103,8 days,September,2024,
3870,2024-07-13,2024-07-13,2024-07-16,887, Customer 836 ,38.0,Male,Kolkata,Furniture,,3664,4282,0.2,Card,,No,,618,14.432508173750582,3 days,July,2024,
2065,2024-03-20,2024-03-21,2024-03-29,689, Customer 1111 ,44.0,Male,Delhi,Clothing,4.0,997,2439,0.2,Cash,,Yes,,1442,59.12259122591226,8 days,March,2024,9756.0
1812,2024-08-05,2024-08-08,2024-08-07,1034, Customer 920 ,70.0,Male,Kolkata,Electronics,3.0,2220,478,0.0,UPI,3.0,Yes,,-1742,-364.4351464435146,-1 days,August,2024,1434.0
3958,2024-12-17,2024-12-19,2024-12-26,244, Customer 958 ,44.0,Male,Kolkata,Clothing,3.0,2981,1390,0.1,Card,2.0,No,,-1591,-114.46043165467626,7 days,December,2024,4170.0
2437,2024-11-19,2024-11-20,2024-11-23,4, Customer 1152 ,44.0,Male,Kolkata,Electronics,2.0,3239,2212,0.1,Card,3.0,Yes,51815.0,-1027,-46.42857142857143,3 days,November,2024,4424.0
3382,2024-10-19,2024-10-20,2024-10-26,1316, Customer 677 ,55.0,Male,Delhi,Electronics,2.0,2426,4161,0.0,Cash,4.0,Yes,,1735,41.696707522230234,6 days,October,2024,8322.0
1052,2024-01-07,2024-01-07,2024-01-11,226, Customer 267 ,44.0,Male,Delhi,Furniture,,2196,636,0.2,UPI,,Yes,163054.0,-1560,-245.2830188679245,4 days,January,2024,
4186,2024-08-19,2024-08-19,2024-08-26,681, Customer 905 ,60.0,Male,Mumbai,Electronics,,1991,3037,0.1,UPI,,No,141748.0,1046,34.4418834376029,7 days,August,2024,
2490,2024-06-30,2024-07-02,2024-07-07,59, Customer 661 ,44.0,Female,Mumbai,Clothing,4.0,3773,424,0.0,UPI,1.0,Yes,95664.0,-3349,-789.8584905660377,5 days,June,2024,1696.0
4335,2024-07-16,2024-07-18,2024-07-20,313, Customer 1282 ,44.0,Male,Kolkata,Furniture,,618,3691,0.0,Cash,,Yes,,3073,83.25657003522082,2 days,July,2024,
3627,2024-11-15,2024-11-16,2024-11-15,456, Customer 454 ,44.0,Female,Kolkata,Furniture,2.0,1028,2070,0.2,UPI,,Yes,,1042,50.33816425120773,-1 days,November,2024,4140.0
3198,2024-09-23,2024-09-25,2024-10-03,27, Customer 1267 ,44.0,Male,Delhi,Furniture,,2197,3893,0.1,UPI,4.0,No,108364.0,1696,43.565373747752375,8 days,September,2024,
3795,2024-04-15,2024-04-15,2024-04-21,1373, Customer 1213 ,44.0,Male,Mumbai,Electronics,4.0,267,2598,0.2,UPI,,No,,2331,89.72286374133948,6 days,April,2024,10392.0
3726,2024-06-11,2024-06-12,2024-06-19,157, Customer 984 ,44.0,Male,Kolkata,Electronics,1.0,3410,4328,0.25,UPI,5.0,Yes,146014.0,918,21.21072088724584,7 days,June,2024,4328.0
2876,2024-06-20,2024-06-23,2024-06-29,423, Customer 1455 ,44.0,Male,Delhi,Electronics,,220,4567,0.0,UPI,,No,170831.0,4347,95.18283336982702,6 days,June,2024,
3892,2024-08-14,2024-08-17,2024-08-17,741, Customer 1234 ,24.0,Female,Kolkata,Electronics,1.0,3853,1233,0.25,Cash,,No,,-2620,-212.48986212489865,0 days,August,2024,1233.0
3868,2024-11-18,2024-11-20,2024-11-27,221, Customer 908 ,20.0,Female,Kolkata,Electronics,1.0,3863,4844,0.0,Card,,No,160968.0,981,20.251857968620975,7 days,November,2024,4844.0
1957,2024-01-06,2024-06-02,2024-06-05,1158, Customer 4 ,35.0,Male,Kolkata,Electronics,5.0,2963,905,0.25,UPI,5.0,No,161383.0,-2058,-227.40331491712706,3 days,January,2024,4525.0
2709,2024-06-22,2024-06-25,2024-06-26,47, Customer 349 ,44.0,Male,Kolkata,Electronics,5.0,252,3299,0.2,UPI,,Yes,41295.0,3047,92.36132161260988,1 days,June,2024,16495.0
4013,2024-08-11,2024-11-08,2024-11-07,1410, Customer 128 ,44.0,Male,Delhi,Electronics,1.0,1807,1792,0.1,UPI,3.0,No,,-15,-0.8370535714285714,-1 days,August,2024,1792.0
2045,2024-12-18,2024-12-19,2024-12-26,1385, Customer 776 ,43.0,Female,Delhi,Clothing,,1175,3326,0.25,UPI,,No,,2151,64.67227901383042,7 days,December,2024,
2519,2024-08-19,2024-08-19,2024-08-23,600, Customer 436 ,44.0,Male,Kolkata,Furniture,2.0,1601,725,0.25,UPI,,Yes,,-876,-120.82758620689656,4 days,August,2024,1450.0
3604,2024-11-09,2024-11-11,2024-11-12,359, Customer 1085 ,42.0,Male,Mumbai,Electronics,,268,2458,0.2,Cash,4.0,Yes,39241.0,2190,89.09682668836453,1 days,November,2024,
4452,2024-08-27,2024-08-28,2024-09-04,1172, Customer 811 ,44.0,Female,Kolkata,Electronics,2.0,3042,1127,0.1,Cash,5.0,Yes,24744.0,-1915,-169.9201419698314,7 days,August,2024,2254.0
3419,2024-01-31,,2024-02-06,118, Customer 1001 ,44.0,Female,Kolkata,Electronics,4.0,395,369,0.1,UPI,2.0,No,183286.0,-26,-7.046070460704606,,January,2024,1476.0
1237,2024-08-17,2024-08-18,2024-08-22,948, Customer 258 ,56.0,Male,Kolkata,Electronics,1.0,3223,1175,0.25,UPI,1.0,Yes,192851.0,-2048,-174.29787234042553,4 days,August,2024,1175.0
3786,2024-10-10,2024-10-11,2024-10-18,832, Customer 1455 ,29.0,Male,Delhi,Electronics,4.0,2024,2287,0.1,Card,,Yes,102578.0,263,11.4997813729777,7 days,October,2024,9148.0
2314,2024-02-14,2024-02-16,2024-02-20,826, Customer 109 ,44.0,Female,Mumbai,Electronics,,2021,1054,0.0,Card,5.0,No,,-967,-91.74573055028463,4 days,February,2024,
3892,2024-08-23,2024-08-23,2024-08-31,418, Customer 81 ,44.0,Male,Mumbai,Electronics,3.0,256,3357,0.1,UPI,,No,36728.0,3101,92.3741435805779,8 days,August,2024,10071.0
2771,2024-04-06,2024-04-06,2024-04-10,1250, Customer 1330 ,48.0,Male,Kolkata,Electronics,4.0,3081,4329,0.1,UPI,,Yes,28135.0,1248,28.82882882882883,4 days,April,2024,17316.0
1976,2024-12-02,2024-12-03,2024-12-11,740, Customer 1375 ,44.0,Female,Kolkata,Electronics,4.0,729,2827,0.2,Cash,3.0,No,153879.0,2098,74.21294658648743,8 days,December,2024,11308.0
1940,2024-04-25,2024-04-27,2024-05-05,840, Customer 481 ,44.0,Male,Kolkata,Electronics,,2031,4968,0.1,UPI,2.0,Yes,,2937,59.1183574879227,8 days,April,2024,
1117,2024-10-12,2024-10-13,2024-10-13,1326, Customer 201 ,44.0,Male,Mumbai,Electronics,,2185,4036,0.0,UPI,,Yes,,1851,45.862239841427154,0 days,October,2024,
3252,2024-09-19,2024-09-20,2024-09-20,229, Customer 206 ,44.0,Male,Kolkata,Electronics,3.0,1373,4882,0.2,UPI,,No,111354.0,3509,71.87628021302744,0 days,September,2024,14646.0
2429,2024-04-15,2024-04-18,2024-04-17,1176, Customer 1415 ,44.0,Female,Kolkata,Electronics,5.0,2470,3826,0.0,Card,,No,22833.0,1356,35.44171458442237,-1 days,April,2024,19130.0
1697,2024-11-15,2024-11-18,2024-11-18,597, Customer 775 ,44.0,Female,Mumbai,Electronics,2.0,1443,2833,0.1,Cash,,No,,1390,49.064595834804095,0 days,November,2024,5666.0
3806,2024-06-09,2024-06-10,2024-06-12,1428, Customer 1257 ,44.0,Female,Kolkata,Electronics,,1976,3412,0.1,Card,1.0,No,62883.0,1436,42.08675263774912,2 days,June,2024,
3462,2024-03-20,2024-03-22,2024-03-22,262, Customer 1071 ,44.0,Female,Kolkata,Electronics,,1670,1610,0.1,Cash,2.0,No,,-60,-3.7267080745341614,0 days,March,2024,
2797,2024-03-10,2024-10-03,,922, Customer 1128 ,44.0,Female,Mumbai,Clothing,,1068,2209,0.25,Card,4.0,No,,1141,51.65233137166139,,March,2024,
2733,2024-10-10,2024-10-12,2024-10-20,1398, Customer 583 ,44.0,Female,Kolkata,Clothing,,2336,450,0.1,UPI,5.0,Yes,,-1886,-419.1111111111111,8 days,October,2024,
2366,2024-09-25,2024-09-27,2024-10-01,733, Customer 1247 ,44.0,Male,Delhi,Electronics,,297,3486,0.0,UPI,1.0,No,,3189,91.48020654044751,4 days,September,2024,
1167,2024-02-15,2024-02-15,2024-02-21,94, Customer 276 ,44.0,Male,Kolkata,Electronics,3.0,2967,3105,0.0,Cash,,No,,138,4.444444444444445,6 days,February,2024,9315.0
2061,2024-02-23,2024-02-25,2024-03-04,876, Customer 373 ,44.0,Male,Mumbai,Electronics,,3456,917,0.0,UPI,5.0,Yes,112345.0,-2539,-276.8811341330425,8 days,February,2024,
1520,2024-10-12,,2024-10-15,1433, Customer 1174 ,44.0,Female,Kolkata,Electronics,,673,3156,0.25,UPI,,No,64036.0,2483,78.67553865652725,,October,2024,
2041,2024-12-05,,2024-12-12,939, Customer 450 ,26.0,Female,Kolkata,Electronics,3.0,1053,3889,0.0,UPI,,No,131081.0,2836,72.92363075340704,,December,2024,11667.0
1326,2024-05-27,,2024-05-28,319, Customer 482 ,44.0,Female,Mumbai,Furniture,2.0,3703,2208,0.0,UPI,,Yes,24707.0,-1495,-67.70833333333334,,May,2024,4416.0
2481,2024-03-18,2024-03-21,2024-03-26,1131, Customer 1165 ,20.0,Male,Kolkata,Clothing,,2357,796,0.25,UPI,1.0,Yes,83835.0,-1561,-196.10552763819095,5 days,March,2024,
2317,2024-05-01,2024-05-04,2024-05-09,846, Customer 575 ,44.0,Female,Kolkata,Clothing,3.0,1091,3019,0.0,Cash,4.0,Yes,20465.0,1928,63.862206028486256,5 days,May,2024,9057.0
4318,2024-10-21,,2024-10-27,574, Customer 253 ,44.0,Female,Kolkata,Clothing,4.0,1444,4994,0.2,Cash,4.0,Yes,,3550,71.0853023628354,,October,2024,19976.0
4114,2024-02-06,2024-02-06,2024-02-09,546, Customer 1076 ,47.0,Male,Mumbai,Electronics,2.0,3773,3858,0.25,UPI,5.0,No,,85,2.2032141005702437,3 days,February,2024,7716.0
2668,2024-04-25,2024-04-28,2024-04-28,141, Customer 929 ,44.0,Male,Delhi,Electronics,,749,3057,0.25,UPI,1.0,No,64591.0,2308,75.49885508668629,0 days,April,2024,
2589,2024-09-07,2024-09-08,2024-09-07,367, Customer 1473 ,44.0,Male,Mumbai,Electronics,,2567,3267,0.25,UPI,4.0,Yes,,700,21.4263850627487,-1 days,September,2024,
3418,2024-10-10,2024-10-10,2024-10-18,318, Customer 843 ,44.0,Male,Kolkata,Electronics,5.0,1278,3255,0.1,Cash,,Yes,114430.0,1977,60.73732718894009,8 days,October,2024,16275.0
3060,2024-08-15,2024-08-16,2024-08-20,608, Customer 1267 ,44.0,Male,Kolkata,Electronics,,3401,121,0.25,Card,,Yes,,-3280,-2710.743801652892,4 days,August,2024,
2315,2024-07-01,2024-07-02,2024-07-05,1497, Customer 1205 ,18.0,Female,Kolkata,Electronics,,2878,4091,0.2,UPI,4.0,Yes,133865.0,1213,29.65045221217306,3 days,July,2024,
1718,2024-05-31,2024-06-03,2024-06-05,34, Customer 949 ,44.0,Female,Delhi,Furniture,4.0,1578,1214,0.0,Cash,,No,,-364,-29.983525535420096,2 days,May,2024,4856.0
3707,2024-10-29,2024-11-01,2024-11-06,781, Customer 273 ,44.0,Female,Kolkata,Electronics,,2780,2709,0.2,UPI,1.0,Yes,,-71,-2.620893318567737,5 days,October,2024,
4390,2024-06-29,2024-07-02,2024-07-04,372, Customer 435 ,44.0,Female,Kolkata,Electronics,2.0,1008,1297,0.25,Card,5.0,Yes,173093.0,289,22.28218966846569,2 days,June,2024,2594.0
2460,2024-05-15,2024-05-16,2024-05-23,1419, Customer 745 ,44.0,Female,Delhi,Furniture,3.0,552,4168,0.1,Card,3.0,Yes,52574.0,3616,86.75623800383877,7 days,May,2024,12504.0
1944,2024-08-23,2024-08-23,2024-08-29,1328, Customer 524 ,44.0,Male,Kolkata,Electronics,4.0,596,3470,0.0,Card,3.0,No,61113.0,2874,82.82420749279538,6 days,August,2024,13880.0
1088,2024-05-14,2024-05-14,2024-05-15,1449, Customer 1081 ,44.0,Female,Kolkata,Electronics,5.0,764,3316,0.2,Card,2.0,Yes,,2552,76.96019300361881,1 days,May,2024,16580.0
